Número;Solicitante;Estado;Prioridad;Asignado a;Abierto;Actualizado;Resuelto;Tiempo de trabajo;Horas snow;Horas Real;Horas Trabajo;Mes;Año;Actualizado definitivo;Cerrado;Abierto definitivo;Cerrado definitivo;Resuelto definitivo;Mes definitivo desde Cerrado definitivo
"INC1905791";"Solicitante 34";"Cerrado";"3 - Moderada";"Asignado 5";"13/12/2023 9:44";"21/12/2023 13:00";"14/12/2023 12:21";10800;3;;3;"dic";2023;2023-12-21 13:00:00,000;"21/12/2023 13:00";2023-12-13 09:44:00,000;2023-12-21 13:00:00,000;2023-12-14 12:21:00,000;"diciembre"
"INC1905869";"Solicitante 20";"Cerrado";"3 - Moderada";"Asignado 5";"13/12/2023 11:08";"02/01/2024 13:00";"26/12/2023 12:47";18000;5;;5;"dic";2023;2024-01-02 13:00:00,000;"02/01/2024 13:00";2023-12-13 11:08:00,000;2024-01-02 13:00:00,000;2023-12-26 12:47:00,000;"enero"
"INC1907199";"Solicitante 11";"Cerrado";"3 - Moderada";"Asignado 5";"14/12/2023 13:06";"29/12/2023 12:00";"22/12/2023 11:25";18000;5;;5;"dic";2023;2023-12-29 12:00:00,000;"29/12/2023 12:00";2023-12-14 13:06:00,000;2023-12-29 12:00:00,000;2023-12-22 11:25:00,000;"diciembre"
"INC1911076";"Solicitante 12";"Cerrado";"3 - Moderada";"Asignado 3";"19/12/2023 17:13";"28/12/2023 11:00";"21/12/2023 10:34";9000;2,5;;2,5;"dic";2023;2023-12-28 11:00:00,000;"28/12/2023 11:00";2023-12-19 17:13:00,000;2023-12-28 11:00:00,000;2023-12-21 10:34:00,000;"diciembre"
"INC1912745";"Solicitante 14";"Cerrado";"3 - Moderada";"Asignado 5";"21/12/2023 15:24";"08/02/2024 9:00";"01/02/2024 8:01";30600;8,5;;8,5;"dic";2023;2024-02-08 09:00:00,000;"08/02/2024 9:00";2023-12-21 15:24:00,000;2024-02-08 09:00:00,000;2024-02-01 08:01:00,000;"febrero"
"INC1917736";"Solicitante 28";"Cerrado";"3 - Moderada";"Asignado 3";"02/01/2024 14:33";"22/01/2024 17:00";"15/01/2024 16:32";54060;15,02;;15,02;"No cerrada";2024;2024-01-22 17:00:00,000;"22/01/2024 17:00";2024-01-02 14:33:00,000;2024-01-22 17:00:00,000;2024-01-15 16:32:00,000;"enero"
"INC1920472";"Solicitante 38";"Cerrado";"3 - Moderada";"Asignado 3";"08/01/2024 11:56";"17/01/2024 11:00";"10/01/2024 10:54";1800;0,5;;0,5;"ene";2024;2024-01-17 11:00:00,000;"17/01/2024 11:00";2024-01-08 11:56:00,000;2024-01-17 11:00:00,000;2024-01-10 10:54:00,000;"enero"
"INC1926418";"Solicitante 31";"Cerrado";"3 - Moderada";"Asignado 5";"17/01/2024 9:41";"25/01/2024 12:00";"18/01/2024 11:08";5400;1,5;;1,5;"ene";2024;2024-01-25 12:00:00,000;"25/01/2024 12:00";2024-01-17 09:41:00,000;2024-01-25 12:00:00,000;2024-01-18 11:08:00,000;"enero"
"INC1928294";"Solicitante 17";"Cerrado";"3 - Moderada";"Asignado 4";"19/01/2024 13:06";"22/02/2024 13:00";"15/02/2024 12:31";57600;16;;16;"feb";2024;2024-02-22 13:00:00,000;"22/02/2024 13:00";2024-01-19 13:06:00,000;2024-02-22 13:00:00,000;2024-02-15 12:31:00,000;"febrero"
"INC1929333";"Solicitante 12";"Cerrado";"3 - Moderada";"Asignado 3";"22/01/2024 9:25";"01/02/2024 12:00";"25/01/2024 11:39";25260;7,02;;7,02;"ene";2024;2024-02-01 12:00:00,000;"01/02/2024 12:00";2024-01-22 09:25:00,000;2024-02-01 12:00:00,000;2024-01-25 11:39:00,000;"febrero"
"INC1936939";"Solicitante 40";"Cerrado";"3 - Moderada";"Asignado 5";"01/02/2024 9:33";"23/02/2024 15:00";"16/02/2024 14:13";25200;7;;7;"feb";2024;2024-02-23 15:00:00,000;"23/02/2024 15:00";2024-02-01 09:33:00,000;2024-02-23 15:00:00,000;2024-02-16 14:13:00,000;"febrero"
"INC1937331";"Solicitante 31";"Cerrado";"3 - Moderada";"Asignado 1";"01/02/2024 17:17";"12/02/2024 14:00";"05/02/2024 13:01";1800;0,5;;0,5;"ene";2024;2024-02-12 14:00:00,000;"12/02/2024 14:00";2024-02-01 17:17:00,000;2024-02-12 14:00:00,000;2024-02-05 13:01:00,000;"febrero"
"INC1937445";"Solicitante 12";"Cerrado";"3 - Moderada";"Asignado 1";"01/02/2024 22:22";"27/02/2024 13:00";"20/02/2024 12:09";26700;12,42;;12,42;"feb";2024;2024-02-27 13:00:00,000;"27/02/2024 13:00";2024-02-01 22:22:00,000;2024-02-27 13:00:00,000;2024-02-20 12:09:00,000;"febrero"
"INC1945905";"Solicitante 19";"Cerrado";"3 - Moderada";"Asignado 2";"14/02/2024 8:54";"23/02/2024 9:00";"16/02/2024 8:42";14400;4;;4;"feb";2024;2024-02-23 09:00:00,000;"23/02/2024 9:00";2024-02-14 08:54:00,000;2024-02-23 09:00:00,000;2024-02-16 08:42:00,000;"febrero"
"INC1954443";"Solicitante 28";"Cerrado";"3 - Moderada";"Asignado 5";"26/02/2024 12:22";"05/03/2024 16:00";"27/02/2024 15:27";14400;4;;4;"feb";2024;2024-03-05 16:00:00,000;"05/03/2024 16:00";2024-02-26 12:22:00,000;2024-03-05 16:00:00,000;2024-02-27 15:27:00,000;"marzo"
"INC1955069";"Solicitante 5";"Cerrado";"3 - Moderada";"Asignado 5";"27/02/2024 7:27";"06/03/2024 10:00";"28/02/2024 9:40";7200;2;;2;"feb";2024;2024-03-06 10:00:00,000;"06/03/2024 10:00";2024-02-27 07:27:00,000;2024-03-06 10:00:00,000;2024-02-28 09:40:00,000;"marzo"
"INC1957553";"Solicitante 11";"Cerrado";"3 - Moderada";"Asignado 3";"29/02/2024 16:32";"12/03/2024 0:00";"04/03/2024 23:55";9000;2,5;;2,5;"mar";2024;2024-03-12 00:00:00,000;"12/03/2024 0:00";2024-02-29 16:32:00,000;2024-03-12 00:00:00,000;2024-03-04 23:55:00,000;"marzo"
"INC1963133";"Solicitante 4";"Cerrado";"3 - Moderada";"Asignado 2";"06/03/2024 17:25";"06/05/2024 15:00";"29/04/2024 14:31";36000;10;;10;"abr";2024;2024-05-06 15:00:00,000;"06/05/2024 15:00";2024-03-06 17:25:00,000;2024-05-06 15:00:00,000;2024-04-29 14:31:00,000;"mayo"
"INC1965611";"Solicitante 17";"Cerrado";"3 - Moderada";"Asignado 4";"08/03/2024 8:53";"27/03/2024 13:00";"20/03/2024 12:09";54000;15;;15;"mar";2024;2024-03-27 13:00:00,000;"27/03/2024 13:00";2024-03-08 08:53:00,000;2024-03-27 13:00:00,000;2024-03-20 12:09:00,000;"marzo"
"INC1967129";"Solicitante 40";"Cerrado";"3 - Moderada";"Asignado 2";"11/03/2024 8:55";"01/04/2024 15:00";"25/03/2024 13:59";28800;8;;8;"mar";2024;2024-04-01 15:00:00,000;"01/04/2024 15:00";2024-03-11 08:55:00,000;2024-04-01 15:00:00,000;2024-03-25 13:59:00,000;"abril"
"INC1969248";"Solicitante 2";"Cerrado";"3 - Moderada";"Asignado 1";"13/03/2024 14:35";"14/03/2024 12:59";"14/03/2024 12:34";5400;1,5;;1,5;"mar";2024;2024-03-14 12:59:00,000;"14/03/2024 12:59";2024-03-13 14:35:00,000;2024-03-14 12:59:00,000;2024-03-14 12:34:00,000;"marzo"
"INC1974895";"Solicitante 35";"Cerrado";"3 - Moderada";"Asignado 3";"20/03/2024 9:31";"12/04/2024 15:00";"05/04/2024 14:36";18000;5;;5;"abr";2024;2024-04-12 15:00:00,000;"12/04/2024 15:00";2024-03-20 09:31:00,000;2024-04-12 15:00:00,000;2024-04-05 14:36:00,000;"abril"
"INC1982268";"Solicitante 13";"Cerrado";"3 - Moderada";"Asignado 1";"22/03/2024 11:24";"16/04/2024 13:00";"09/04/2024 12:39";12600;6,5;;6,5;"abr";2024;2024-04-16 13:00:00,000;"16/04/2024 13:00";2024-03-22 11:24:00,000;2024-04-16 13:00:00,000;2024-04-09 12:39:00,000;"abril"
"INC1983679";"Solicitante 34";"Cerrado";"3 - Moderada";"Asignado 5";"25/03/2024 9:46";"13/05/2024 10:00";"06/05/2024 9:58";7200;2;;2;"may";2024;2024-05-13 10:00:00,000;"13/05/2024 10:00";2024-03-25 09:46:00,000;2024-05-13 10:00:00,000;2024-05-06 09:58:00,000;"mayo"
"INC1983696";"Solicitante 1";"Cerrado";"3 - Moderada";"Asignado 2";"25/03/2024 9:53";"02/04/2024 14:00";"26/03/2024 12:15";9000;2,5;;2,5;"mar";2024;2024-04-02 14:00:00,000;"02/04/2024 14:00";2024-03-25 09:53:00,000;2024-04-02 14:00:00,000;2024-03-26 12:15:00,000;"abril"
"INC1984796";"Solicitante 37";"Cerrado";"3 - Moderada";"Asignado 4";"26/03/2024 9:26";"22/04/2024 13:00";"15/04/2024 12:23";21600;6;;6;"abr";2024;2024-04-22 13:00:00,000;"22/04/2024 13:00";2024-03-26 09:26:00,000;2024-04-22 13:00:00,000;2024-04-15 12:23:00,000;"abril"
"INC1988755";"Solicitante 17";"Cerrado";"3 - Moderada";"Asignado 1";"01/04/2024 13:27";"04/04/2024 9:44";"02/04/2024 17:53";12600;3,5;;3,5;"ene";2024;2024-04-04 09:44:00,000;"04/04/2024 9:44";2024-04-01 13:27:00,000;2024-04-04 09:44:00,000;2024-04-02 17:53:00,000;"abril"
"INC1989515";"Solicitante 11";"Cerrado";"3 - Moderada";"Asignado 5";"02/04/2024 9:11";"10/04/2024 15:00";"03/04/2024 14:35";7200;2;;2;"abr";2024;2024-04-10 15:00:00,000;"10/04/2024 15:00";2024-04-02 09:11:00,000;2024-04-10 15:00:00,000;2024-04-03 14:35:00,000;"abril"
"INC1989620";"Solicitante 26";"Cerrado";"3 - Moderada";"Asignado 4";"02/04/2024 9:44";"04/04/2024 16:09";"03/04/2024 14:28";10800;3;;3;"abr";2024;2024-04-04 16:09:00,000;"04/04/2024 16:09";2024-04-02 09:44:00,000;2024-04-04 16:09:00,000;2024-04-03 14:28:00,000;"abril"
"INC1994934";"Solicitante 40";"Cerrado";"3 - Moderada";"Asignado 2";"08/04/2024 10:28";"17/05/2024 16:00";"10/05/2024 15:13";45000;12,5;;12,5;"may";2024;2024-05-17 16:00:00,000;"17/05/2024 16:00";2024-04-08 10:28:00,000;2024-05-17 16:00:00,000;2024-05-10 15:13:00,000;"mayo"
"INC1995285";"Solicitante 6";"Cerrado";"3 - Moderada";"Asignado 4";"08/04/2024 14:58";"16/04/2024 12:00";"09/04/2024 11:33";12600;3,5;;3,5;"abr";2024;2024-04-16 12:00:00,000;"16/04/2024 12:00";2024-04-08 14:58:00,000;2024-04-16 12:00:00,000;2024-04-09 11:33:00,000;"abril"
"INC1995310";"Solicitante 25";"Cerrado";"3 - Moderada";"Asignado 2";"08/04/2024 15:20";"22/04/2024 13:00";"15/04/2024 12:00";19800;5,5;;5,5;"abr";2024;2024-04-22 13:00:00,000;"22/04/2024 13:00";2024-04-08 15:20:00,000;2024-04-22 13:00:00,000;2024-04-15 12:00:00,000;"abril"
"INC1998065";"Solicitante 14";"Cerrado";"3 - Moderada";"Asignado 1";"11/04/2024 1:15";"01/05/2024 11:00";"24/04/2024 10:26";4500;1,25;;1,25;"abr";2024;2024-05-01 11:00:00,000;"01/05/2024 11:00";2024-04-11 01:15:00,000;2024-05-01 11:00:00,000;2024-04-24 10:26:00,000;"mayo"
"INC2002009";"Solicitante 26";"Cerrado";"3 - Moderada";"Asignado 5";"15/04/2024 11:35";"06/05/2024 12:00";"29/04/2024 11:57";10800;3;;3;"abr";2024;2024-05-06 12:00:00,000;"06/05/2024 12:00";2024-04-15 11:35:00,000;2024-05-06 12:00:00,000;2024-04-29 11:57:00,000;"mayo"
"INC2002269";"Solicitante 33";"Cerrado";"3 - Moderada";"Asignado 5";"15/04/2024 15:44";"06/05/2024 14:00";"29/04/2024 13:53";9000;2,5;;2,5;"abr";2024;2024-05-06 14:00:00,000;"06/05/2024 14:00";2024-04-15 15:44:00,000;2024-05-06 14:00:00,000;2024-04-29 13:53:00,000;"mayo"
"INC2003389";"Solicitante 34";"Cerrado";"3 - Moderada";"Asignado 1";"16/04/2024 13:12";"29/04/2024 10:00";"22/04/2024 9:29";14400;4;;4;"abr";2024;2024-04-29 10:00:00,000;"29/04/2024 10:00";2024-04-16 13:12:00,000;2024-04-29 10:00:00,000;2024-04-22 09:29:00,000;"abril"
"INC2004726";"Solicitante 19";"Cerrado";"3 - Moderada";"Asignado 1";"17/04/2024 15:34";"10/05/2024 12:00";"03/05/2024 11:08";34200;9,5;;9,5;"may";2024;2024-05-10 12:00:00,000;"10/05/2024 12:00";2024-04-17 15:34:00,000;2024-05-10 12:00:00,000;2024-05-03 11:08:00,000;"mayo"
"INC2012389";"Solicitante 2";"Cerrado";"3 - Moderada";"Asignado 5";"25/04/2024 16:21";"13/05/2024 18:00";"06/05/2024 17:22";5400;1,5;;1,5;"may";2024;2024-05-13 18:00:00,000;"13/05/2024 18:00";2024-04-25 16:21:00,000;2024-05-13 18:00:00,000;2024-05-06 17:22:00,000;"mayo"
"INC2018075";"Solicitante 37";"Cerrado";"3 - Moderada";"Asignado 4";"03/05/2024 10:43";"13/05/2024 18:00";"06/05/2024 17:39";7200;2;;2;"mar";2024;2024-05-13 18:00:00,000;"13/05/2024 18:00";2024-05-03 10:43:00,000;2024-05-13 18:00:00,000;2024-05-06 17:39:00,000;"mayo"
"INC2020026";"Solicitante 40";"Cerrado";"3 - Moderada";"Asignado 5";"06/05/2024 12:10";"16/07/2024 15:00";"09/07/2024 14:58";169500;47,08;;47,08;"No cerrada";2024;2024-07-16 15:00:00,000;"16/07/2024 15:00";2024-05-06 12:10:00,000;2024-07-16 15:00:00,000;2024-07-09 14:58:00,000;"julio"
"INC2036743";"Solicitante 29";"Cerrado";"3 - Moderada";"Asignado 4";"21/05/2024 12:23";"06/06/2024 12:00";"30/05/2024 11:58";25260;7,02;;7,02;"may";2024;2024-06-06 12:00:00,000;"06/06/2024 12:00";2024-05-21 12:23:00,000;2024-06-06 12:00:00,000;2024-05-30 11:58:00,000;"junio"
"INC2041855";"Solicitante 34";"Cerrado";"3 - Moderada";"Asignado 1";"27/05/2024 15:27";"06/06/2024 12:00";"30/05/2024 11:56";7260;2,02;;2,02;"may";2024;2024-06-06 12:00:00,000;"06/06/2024 12:00";2024-05-27 15:27:00,000;2024-06-06 12:00:00,000;2024-05-30 11:56:00,000;"junio"
"INC2053590";"Solicitante 12";"Cerrado";"3 - Moderada";"Asignado 2";"06/06/2024 9:39";"18/06/2024 15:00";"11/06/2024 14:19";13500;3,75;;3,75;"jun";2024;2024-06-18 15:00:00,000;"18/06/2024 15:00";2024-06-06 09:39:00,000;2024-06-18 15:00:00,000;2024-06-11 14:19:00,000;"junio"
"INC2058194";"Solicitante 21";"Cerrado";"3 - Moderada";"Asignado 2";"10/06/2024 12:21";"21/06/2024 10:00";"14/06/2024 9:49";46800;13;;13;"jun";2024;2024-06-21 10:00:00,000;"21/06/2024 10:00";2024-06-10 12:21:00,000;2024-06-21 10:00:00,000;2024-06-14 09:49:00,000;"junio"
"INC2058298";"Solicitante 30";"Cerrado";"3 - Moderada";"Asignado 2";"10/06/2024 13:04";"25/06/2024 10:00";"18/06/2024 9:15";8400;2,33;;2,33;"jun";2023;2024-06-25 10:00:00,000;"25/06/2024 10:00";2024-06-10 13:04:00,000;2024-06-25 10:00:00,000;2024-06-18 09:15:00,000;"junio"
"INC2079895";"Solicitante 32";"Cerrado";"3 - Moderada";"Asignado 4";"24/06/2024 12:16";"08/07/2024 10:00";"01/07/2024 9:41";36060;10,02;;10,02;"No cerrada";2024;2024-07-08 10:00:00,000;"08/07/2024 10:00";2024-06-24 12:16:00,000;2024-07-08 10:00:00,000;2024-07-01 09:41:00,000;"julio"
"INC2084707";"Solicitante 27";"Cerrado";"3 - Moderada";"Asignado 2";"28/06/2024 15:45";"15/07/2024 9:00";"08/07/2024 8:43";3660;1,02;;1,02;"jul";2024;2024-07-15 09:00:00,000;"15/07/2024 9:00";2024-06-28 15:45:00,000;2024-07-15 09:00:00,000;2024-07-08 08:43:00,000;"julio"
"INC2089780";"Solicitante 21";"Cerrado";"3 - Moderada";"Asignado 1";"04/07/2024 13:35";"12/07/2024 9:01";"05/07/2024 8:35";2220;0,62;;0,62;"jul";2024;2024-07-12 09:01:00,000;"12/07/2024 9:01";2024-07-04 13:35:00,000;2024-07-12 09:01:00,000;2024-07-05 08:35:00,000;"julio"
"INC2095327";"Solicitante 37";"Cerrado";"3 - Moderada";"Asignado 1";"11/07/2024 9:45";"05/08/2024 10:36";"12/07/2024 10:08";4500;1,25;;1,25;"jul";2024;2024-08-05 10:36:00,000;"19/07/2024 11:00";2024-07-11 09:45:00,000;2024-07-19 11:00:00,000;2024-07-12 10:08:00,000;"julio"
"INC2096109";"Solicitante 27";"Cerrado";"3 - Moderada";"Asignado 1";"12/07/2024 8:45";"08/08/2024 19:00";"01/08/2024 18:24";4500;1,25;;1,25;"ago";2024;2024-08-08 19:00:00,000;"08/08/2024 19:00";2024-07-12 08:45:00,000;2024-08-08 19:00:00,000;2024-08-01 18:24:00,000;"agosto"
"INC2096167";"Solicitante 30";"Cerrado";"3 - Moderada";"Asignado 4";"12/07/2024 9:36";"22/07/2024 10:00";"15/07/2024 9:18";2400;0,67;;0,67;"mar";2024;2024-07-22 10:00:00,000;"22/07/2024 10:00";2024-07-12 09:36:00,000;2024-07-22 10:00:00,000;2024-07-15 09:18:00,000;"julio"
"INC2097856";"Solicitante 35";"Cerrado";"3 - Moderada";"Asignado 3";"15/07/2024 12:19";"30/07/2024 14:00";"23/07/2024 13:46";48600;13,5;;13,5;"jul";2024;2024-07-30 14:00:00,000;"30/07/2024 14:00";2024-07-15 12:19:00,000;2024-07-30 14:00:00,000;2024-07-23 13:46:00,000;"julio"
"INC2121802";"Solicitante 28";"Cerrado";"3 - Moderada";"Asignado 3";"06/08/2024 11:23";"15/08/2024 16:00";"08/08/2024 15:08";9000;2,5;;2,5;"ago";2024;2024-08-15 16:00:00,000;"15/08/2024 16:00";2024-08-06 11:23:00,000;2024-08-15 16:00:00,000;2024-08-08 15:08:00,000;"agosto"
"INC2131445";"Solicitante 26";"Cerrado";"3 - Moderada";"Asignado 2";"14/08/2024 13:40";"23/08/2024 16:00";"16/08/2024 15:48";14400;4;;4;"ago";2024;2024-08-23 16:00:00,000;"23/08/2024 16:00";2024-08-14 13:40:00,000;2024-08-23 16:00:00,000;2024-08-16 15:48:00,000;"agosto"
"INC2131503";"Solicitante 21";"Cerrado";"3 - Moderada";"Asignado 1";"14/08/2024 14:22";"04/09/2024 16:35";"04/09/2024 13:46";43200;12;;12;"sept";2024;2024-09-04 16:35:00,000;"04/09/2024 16:35";2024-08-14 14:22:00,000;2024-09-04 16:35:00,000;2024-09-04 13:46:00,000;"septiembre"
"INC2143322";"Solicitante 9";"Cerrado";"3 - Moderada";"Asignado 5";"26/08/2024 13:29";"05/09/2024 9:00";"29/08/2024 8:56";7800;2,17;;2,17;"ago";2024;2024-09-05 09:00:00,000;"05/09/2024 9:00";2024-08-26 13:29:00,000;2024-09-05 09:00:00,000;2024-08-29 08:56:00,000;"septiembre"
"INC2148295";"Solicitante 17";"Cerrado";"3 - Moderada";"Asignado 1";"30/08/2024 13:25";"02/09/2024 9:11";"02/09/2024 9:10";7200;2;;2;"sept";2023;2024-09-02 09:11:00,000;"02/09/2024 9:11";2024-08-30 13:25:00,000;2024-09-02 09:11:00,000;2024-09-02 09:10:00,000;"septiembre"
"INC2152311";"Solicitante 31";"Cerrado";"3 - Moderada";"Asignado 5";"03/09/2024 22:17";"11/09/2024 19:00";"04/09/2024 18:01";3600;1;;1;"sept";2024;2024-09-11 19:00:00,000;"11/09/2024 19:00";2024-09-03 22:17:00,000;2024-09-11 19:00:00,000;2024-09-04 18:01:00,000;"septiembre"
"INC2173109";"Solicitante 6";"Cerrado";"3 - Moderada";"Asignado 5";"20/09/2024 8:54";"09/10/2024 17:00";"02/10/2024 16:07";10800;3;;3;"oct";2024;2024-10-09 17:00:00,000;"09/10/2024 17:00";2024-09-20 08:54:00,000;2024-10-09 17:00:00,000;2024-10-02 16:07:00,000;"octubre"
"INC2192730";"Solicitante 8";"Cerrado";"3 - Moderada";"Asignado 3";"10/10/2024 12:38";"18/10/2024 14:00";"11/10/2024 13:13";1800;0,5;;0,5;"oct";2024;2024-10-18 14:00:00,000;"18/10/2024 14:00";2024-10-10 12:38:00,000;2024-10-18 14:00:00,000;2024-10-11 13:13:00,000;"octubre"
"INC2219685";"Solicitante 36";"Cerrado";"3 - Moderada";"Asignado 2";"31/10/2024 14:13";"17/04/2025 14:00";"10/04/2025 13:37";84900;23,58;;23,58;"abr";2025;2025-04-17 14:00:00,000;"17/04/2025 14:00";2024-10-31 14:13:00,000;2025-04-17 14:00:00,000;2025-04-10 13:37:00,000;"abril"
"INC2224171";"Solicitante 13";"Cerrado";"3 - Moderada";"Asignado 3";"05/11/2024 10:42";"13/11/2024 9:00";"06/11/2024 8:46";7200;2;;2;"nov";2024;2024-11-13 09:00:00,000;"13/11/2024 9:00";2024-11-05 10:42:00,000;2024-11-13 09:00:00,000;2024-11-06 08:46:00,000;"noviembre"
"INC2250980";"Solicitante 34";"Cerrado";"3 - Moderada";"Asignado 1";"27/11/2024 14:55";"05/12/2024 16:00";"28/11/2024 15:47";10800;3;;3;"nov";2024;2024-12-05 16:00:00,000;"05/12/2024 16:00";2024-11-27 14:55:00,000;2024-12-05 16:00:00,000;2024-11-28 15:47:00,000;"diciembre"
"INC2259888";"Solicitante 40";"Cerrado";"3 - Moderada";"Asignado 2";"05/12/2024 13:57";"20/01/2025 17:00";"13/01/2025 16:51";72000;20;;20;"ene";2025;2025-01-20 17:00:00,000;"20/01/2025 17:00";2024-12-05 13:57:00,000;2025-01-20 17:00:00,000;2025-01-13 16:51:00,000;"enero"
"INC2264225";"Solicitante 40";"Cerrado";"3 - Moderada";"Asignado 3";"10/12/2024 12:14";"19/12/2024 9:06";"12/12/2024 10:05";6000;1,67;;1,67;"dic";2024;2024-12-19 09:06:00,000;"19/12/2024 9:06";2024-12-10 12:14:00,000;2024-12-19 09:06:00,000;2024-12-12 10:05:00,000;"diciembre"
"INC2273345";"Solicitante 27";"Cerrado";"3 - Moderada";"Asignado 3";"18/12/2024 9:01";"25/12/2024 12:00";"18/12/2024 11:00";1200;0,33;;0,33;"ene";2024;2024-12-25 12:00:00,000;"25/12/2024 12:00";2024-12-18 09:01:00,000;2024-12-25 12:00:00,000;2024-12-18 11:00:00,000;"diciembre"
"INC2275587";"Solicitante 22";"Cerrado";"3 - Moderada";"Asignado 2";"20/12/2024 12:52";"02/01/2025 14:00";"26/12/2024 13:56";1200;0,33;;0,33;"dic";2024;2025-01-02 14:00:00,000;"02/01/2025 14:00";2024-12-20 12:52:00,000;2025-01-02 14:00:00,000;2024-12-26 13:56:00,000;"enero"
"INC2281844";"Solicitante 15";"Cerrado";"3 - Moderada";"Asignado 2";"02/01/2025 10:21";"17/02/2025 13:00";"10/02/2025 12:52";234000;65;;65;"feb";2025;2025-02-17 13:00:00,000;"17/02/2025 13:00";2025-01-02 10:21:00,000;2025-02-17 13:00:00,000;2025-02-10 12:52:00,000;"febrero"
"INC2282271";"Solicitante 23";"Cerrado";"3 - Moderada";"Asignado 3";"02/01/2025 19:47";"20/01/2025 9:00";"13/01/2025 8:51";18000;5,33;;5,33;"feb";2025;2025-01-20 09:00:00,000;"20/01/2025 9:00";2025-01-02 19:47:00,000;2025-01-20 09:00:00,000;2025-01-13 08:51:00,000;"enero"
"INC2285082";"Solicitante 8";"Cerrado";"3 - Moderada";"Asignado 5";"07/01/2025 8:02";"20/01/2025 11:29";"17/01/2025 12:33";1200;0,33;;0,33;"ene";2025;2025-01-20 11:29:00,000;"17/01/2025 13:16";2025-01-07 08:02:00,000;2025-01-17 13:16:00,000;2025-01-17 12:33:00,000;"enero"
"INC2286609";"Solicitante 22";"Cerrado";"3 - Moderada";"Asignado 4";"08/01/2025 15:46";"16/01/2025 11:00";"09/01/2025 10:12";900;0,25;;0,25;"ene";2025;2025-01-16 11:00:00,000;"16/01/2025";2025-01-08 15:46:00,000;2025-01-16 00:00:00,000;2025-01-09 10:12:00,000;"enero"
"INC2303905";"Solicitante 36";"Cerrado";"3 - Moderada";"Asignado 4";"24/01/2025 8:24";"03/02/2025 13:00";"27/01/2025 12:14";8100;2,25;;2,25;"ene";2025;2025-02-03 13:00:00,000;"03/02/2025 13:00";2025-01-24 08:24:00,000;2025-02-03 13:00:00,000;2025-01-27 12:14:00,000;"febrero"
"INC2323059";"Solicitante 4";"Cerrado";"3 - Moderada";"Asignado 4";"10/02/2025 11:55";"17/02/2025 14:00";"10/02/2025 13:40";2100;0,58;;0,58;"feb";2025;2025-02-17 14:00:00,000;"17/02/2025 14:00";2025-02-10 11:55:00,000;2025-02-17 14:00:00,000;2025-02-10 13:40:00,000;"febrero"
"INC2324370";"Solicitante 30";"Cerrado";"3 - Moderada";"Asignado 1";"11/02/2025 11:13";"12/03/2025 14:00";"05/03/2025 13:26";19800;5,5;;5,5;"mar";2025;2025-03-12 14:00:00,000;"12/03/2025 14:00";2025-02-11 11:13:00,000;2025-03-12 14:00:00,000;2025-03-05 13:26:00,000;"marzo"
"INC2324553";"Solicitante 40";"Cerrado";"3 - Moderada";"Asignado 5";"11/02/2025 13:25";"18/03/2025 16:00";"11/03/2025 15:46";25200;7;;7;"mar";2025;2025-03-18 16:00:00,000;"18/03/2025 16:00";2025-02-11 13:25:00,000;2025-03-18 16:00:00,000;2025-03-11 15:46:00,000;"marzo"
"INC2335343";"Solicitante 24";"Cerrado";"3 - Moderada";"Asignado 5";"20/02/2025 15:39";"05/03/2025 11:00";"26/02/2025 10:26";38100;10,74;;10,74;"feb";2025;2025-03-05 11:00:00,000;"05/03/2025 11:00";2025-02-20 15:39:00,000;2025-03-05 11:00:00,000;2025-02-26 10:26:00,000;"marzo"
"INC2336102";"Solicitante 11";"Cerrado";"3 - Moderada";"Asignado 5";"21/02/2025 9:17";"25/02/2025 8:32";"24/02/2025 13:37";1500;0,42;;0,42;"feb";2025;2025-02-25 08:32:00,000;"25/02/2025";2025-02-21 09:17:00,000;2025-02-25 00:00:00,000;2025-02-24 13:37:00,000;"febrero"
"INC2345532";"Solicitante 30";"Cerrado";"3 - Moderada";"Asignado 3";"03/03/2025 11:41";"05/03/2025 9:20";"04/03/2025 13:42";900;0,25;;0,25;"mar";2025;2025-03-05 09:20:00,000;"05/03/2025 9:20";2025-03-03 11:41:00,000;2025-03-05 09:20:00,000;2025-03-04 13:42:00,000;"marzo"
"INC2347727";"Solicitante 27";"Cerrado";"3 - Moderada";"Asignado 3";"05/03/2025 10:23";"19/03/2025 17:00";"12/03/2025 16:19";16200;4,5;;4,5;"mar";2025;2025-03-19 17:00:00,000;"19/03/2025 17:00";2025-03-05 10:23:00,000;2025-03-19 17:00:00,000;2025-03-12 16:19:00,000;"marzo"
"INC2356354";"Solicitante 18";"Cerrado";"3 - Moderada";"Asignado 3";"10/03/2025 16:15";"20/03/2025 17:00";"13/03/2025 16:48";2100;0,58;;0,58;"mar";2025;2025-03-20 17:00:00,000;"20/03/2025 17:00";2025-03-10 16:15:00,000;2025-03-20 17:00:00,000;2025-03-13 16:48:00,000;"marzo"
